mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
4821156424585879,2022-10-05 10:25:27,盖兆泉,https://weibo.com/u/1564109554,美国不批中国批，卫生部官员腐败，嘿嘿//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1564109554/M8SngjeZN,14,5,25
4822982235262053,2022-10-10 11:20:34,倔老头长颈鹿,https://weibo.com/u/2704157442,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/2704157442/M9DS7m4TP,0,0,0
4822083932259568,2022-10-07 23:51:01,杰威JV,https://weibo.com/u/1150960300,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1150960300/M9gvf9tOE,0,0,0
4821737735455501,2022-10-07 00:55:22,白云黄鹤1,https://weibo.com/u/5732442723,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/5732442723/M97uRmTdX,0,0,0
4821620370440887,2022-10-06 17:08:59,mjionuih,https://weibo.com/u/5724003365,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/5724003365/M94rz1QH5,0,0,0
4821574027577654,2022-10-06 14:04:51,大脸脸大人,https://weibo.com/u/2063191051,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/2063191051/M93eOvNie,0,0,0
4821555031049144,2022-10-06 12:49:21,佛要帮吾提达套额Stephen,https://weibo.com/u/2822955457,特供[挖鼻]//@灯塔上吃瓜:中国特色药[doge]//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/2822955457/M92Kb4oVG,0,0,0
4821554100440526,2022-10-06 12:45:40,黑桃KKKJ,https://weibo.com/u/1772907500,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1772907500/M92IG1QBg,0,0,0
4821516632721464,2022-10-06 10:16:47,为了来去,https://weibo.com/u/3921459724,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/3921459724/M91KfbpYA,0,0,0
4821496444486993,2022-10-06 08:56:34,moonlight2013,https://weibo.com/u/1898795771,//@灯塔上吃瓜:中国特色药[doge]//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1898795771/M91dGiPgR,0,0,0
4821485221319209,2022-10-06 08:11:58,落魄山小钻风,https://weibo.com/u/2307228470,//@灯塔上吃瓜:中国特色药[doge]//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/2307228470/M90VA5xbz,0,0,0
4821480539422799,2022-10-06 07:53:21,鸿庐,https://weibo.com/u/1686386820,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/1686386820/M90O1DxiD,0,0,0
4821474349942296,2022-10-06 07:28:46,冬天要多运动,https://weibo.com/u/5087031645,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/5087031645/M90E2FIrC,0,0,0
4821473200440391,2022-10-06 07:24:12,遺陽子,https://weibo.com/u/6161684358,//@pkuwd:卖的是救命稻草。。抓住了也没啥用。。//@牛叔:艹，这种给肿瘤患者用了没效的药真的是敲骨吸髓。。。//@庄时利和:美国神药日达仙，全球97%的销售额在中国，我认为堪称制药行业的一个奇迹。 http://t.cn/A6oLHtRj,https://weibo.com/6161684358/M90Cc1Qz5,0,0,0
